test_object,true_type,classified_as,decision_value,material_name,rigidity,glossiness,decision_value_norm,Glossiness,Rigidity,Enviroment_Map,Texture,init_rot,end_rot,Force,disp_scale,disp_depth,glossID,rigidID,type_truncted,type8way,detail
145,0,0,-10.11762133,"shiny_soft_galileo_None_[68, 0, 0]_[68, 0, 0]_VORTEX_1.411_0_8",soft,shiny,-0.498134641,shiny,soft,galileo,None,"[68, 0, 0]","[68, 0, 0]",VORTEX,1.411,0,0,1,1,-1,-1
361,0,0,-10.08253364,"shiny_rigid_castel_None_[84, 0, 0]_[-50, 0, 54]_None_1.195_0_11",rigid,shiny,-0.496842103,shiny,rigid,castel,None,"[84, 0, 0]","[-50, 0, 54]",None,1.195,0,0,0,2,1,1
352,0,0,-10.07459516,"shiny_rigid_galileo_None_[35, 0, 0]_[36, -43, 0]_None_0.887_0_12",rigid,shiny,-0.49654967,shiny,rigid,galileo,None,"[35, 0, 0]","[36, -43, 0]",None,0.887,0,0,0,2,1,1
119,0,0,-10.04479816,"shiny_soft_lobby_None_[0, 0, 0]_[0, 0, 0]_WIND_1.765_2_8",soft,shiny,-0.495452027,shiny,soft,lobby,None,"[0, 0, 0]","[0, 0, 0]",WIND,1.765,2,0,1,1,-1,-1
209,0,0,-9.981968739,"shiny_rigid_uffizi_None_[58, 0, 0]_[0, 57, 35]_None_1.024_0_8",rigid,shiny,-0.493137556,shiny,rigid,uffizi,None,"[58, 0, 0]","[0, 57, 35]",None,1.024,0,0,0,2,1,1
293,0,0,-9.973654379,"shiny_rigid_machineShop_None_[27, 0, 0]_[0, 52, -56]_None_0.999_0_6",rigid,shiny,-0.492831277,shiny,rigid,machineShop,None,"[27, 0, 0]","[0, 52, -56]",None,0.999,0,0,0,2,1,1
32,0,0,-9.950097143,"shiny_soft_uenoShrine_None_[36, 0, 0]_[36, 0, 0]_WIND_1.215_1_18",soft,shiny,-0.49196349,shiny,soft,uenoShrine,None,"[36, 0, 0]","[36, 0, 0]",WIND,1.215,1,0,1,1,-1,-1
33,0,0,-9.932869272,"shiny_soft_uenoShrine_None_[36, 0, 0]_[36, 0, 0]_CHARGE_1.596_2_5",soft,shiny,-0.491328861,shiny,soft,uenoShrine,None,"[36, 0, 0]","[36, 0, 0]",CHARGE,1.596,2,0,1,1,-1,-1
124,0,0,-9.921056437,"shiny_soft_gothicManor_None_[8, 0, 0]_[8, 0, 0]_LENNARDJ_1.598_1_8",soft,shiny,-0.490893707,shiny,soft,gothicManor,None,"[8, 0, 0]","[8, 0, 0]",LENNARDJ,1.598,1,0,1,1,-1,-1
130,0,0,-9.908399191,"shiny_soft_gothicManor_None_[61, 0, 0]_[61, 0, 0]_TURBULENCE_1.482_1_14",soft,shiny,-0.490427447,shiny,soft,gothicManor,None,"[61, 0, 0]","[61, 0, 0]",TURBULENCE,1.482,1,0,1,1,-1,-1
40,0,0,-9.894261432,"shiny_soft_royalEsp_None_[9, 0, 0]_[9, 0, 0]_MAGNET_1.467_0_1",soft,shiny,-0.489906649,shiny,soft,royalEsp,None,"[9, 0, 0]","[9, 0, 0]",MAGNET,1.467,0,0,1,1,-1,-1
254,0,0,-9.877296627,"shiny_rigid_royalEsp_None_[32, 0, 0]_[-44, -45, 29]_None_1.918_2_16",rigid,shiny,-0.48928171,shiny,rigid,royalEsp,None,"[32, 0, 0]","[-44, -45, 29]",None,1.918,2,0,0,2,1,1
140,0,0,-9.853292554,"shiny_soft_galileo_None_[90, 0, 0]_[90, 0, 0]_TURBULENCE_0.886_0_1",soft,shiny,-0.488397463,shiny,soft,galileo,None,"[90, 0, 0]","[90, 0, 0]",TURBULENCE,0.886,0,0,1,1,-1,-1
70,0,0,-9.767893363,"shiny_soft_rnl_None_[55, 0, 0]_[55, 0, 0]_LENNARDJ_1.588_2_17",soft,shiny,-0.485251581,shiny,soft,rnl,None,"[55, 0, 0]","[55, 0, 0]",LENNARDJ,1.588,2,0,1,1,-1,-1
213,0,0,-9.706591502,"shiny_rigid_uffizi_None_[35, 0, 0]_[-57, -41, 28]_None_0.943_0_4",rigid,shiny,-0.482993382,shiny,rigid,uffizi,None,"[35, 0, 0]","[-57, -41, 28]",None,0.943,0,0,0,2,1,1
158,0,0,-9.659493962,"shiny_soft_galileo_None_[1, 0, 0]_[1, 0, 0]_LENNARDJ_1.391_1_16",soft,shiny,-0.481258432,shiny,soft,galileo,None,"[1, 0, 0]","[1, 0, 0]",LENNARDJ,1.391,1,0,1,1,-1,-1
333,0,0,-9.634130192,"shiny_rigid_gothicManor_None_[48, 0, 0]_[-35, 32, 39]_None_1.685_1_10",rigid,shiny,-0.480324097,shiny,rigid,gothicManor,None,"[48, 0, 0]","[-35, 32, 39]",None,1.685,1,0,0,2,1,1
271,0,0,-9.619965032,"shiny_rigid_rnl_None_[34, 0, 0]_[0, 33, 55]_None_1.784_2_11",rigid,shiny,-0.47980229,shiny,rigid,rnl,None,"[34, 0, 0]","[0, 33, 55]",None,1.784,2,0,0,2,1,1
232,0,0,-9.563431134,"shiny_rigid_uenoShrine_None_[44, 0, 0]_[35, 34, 56]_None_1.907_1_6",rigid,shiny,-0.47771973,shiny,rigid,uenoShrine,None,"[44, 0, 0]","[35, 34, 56]",None,1.907,1,0,0,2,1,1
329,0,0,-9.561476804,"shiny_rigid_gothicManor_None_[53, 0, 0]_[42, 0, -47]_None_1.393_1_5",rigid,shiny,-0.477647737,shiny,rigid,gothicManor,None,"[53, 0, 0]","[42, 0, -47]",None,1.393,1,0,0,2,1,1
200,0,0,-9.549414452,"shiny_rigid_uffizi_None_[90, 0, 0]_[33, 54, 57]_None_1.353_0_14",rigid,shiny,-0.477203392,shiny,rigid,uffizi,None,"[90, 0, 0]","[33, 54, 57]",None,1.353,0,0,0,2,1,1
71,0,0,-9.529073267,"shiny_soft_rnl_None_[51, 0, 0]_[51, 0, 0]_FLUID_1.065_0_5",soft,shiny,-0.476454076,shiny,soft,rnl,None,"[51, 0, 0]","[51, 0, 0]",FLUID,1.065,0,0,1,1,-1,-1
370,0,0,-9.510341138,"shiny_rigid_castel_None_[61, 0, 0]_[0, 0, -33]_None_1.224_0_4",rigid,shiny,-0.475764034,shiny,rigid,castel,None,"[61, 0, 0]","[0, 0, -33]",None,1.224,0,0,0,2,1,1
115,0,0,-9.506176618,"shiny_soft_lobby_None_[31, 0, 0]_[31, 0, 0]_WIND_0.925_0_7",soft,shiny,-0.475610624,shiny,soft,lobby,None,"[31, 0, 0]","[31, 0, 0]",WIND,0.925,0,0,1,1,-1,-1
328,0,0,-9.437859288,"shiny_rigid_gothicManor_None_[55, 0, 0]_[35, -37, 0]_None_1.133_0_11",rigid,shiny,-0.473093993,shiny,rigid,gothicManor,None,"[55, 0, 0]","[35, -37, 0]",None,1.133,0,0,0,2,1,1
181,0,0,-9.423069077,"shiny_soft_abandoned_None_[87, 0, 0]_[87, 0, 0]_VORTEX_1.871_1_12",soft,shiny,-0.47254916,shiny,soft,abandoned,None,"[87, 0, 0]","[87, 0, 0]",VORTEX,1.871,1,0,1,1,-1,-1
186,0,0,-9.37815977,"shiny_soft_abandoned_None_[69, 0, 0]_[69, 0, 0]_FLUID_1.518_2_11",soft,shiny,-0.470894819,shiny,soft,abandoned,None,"[69, 0, 0]","[69, 0, 0]",FLUID,1.518,2,0,1,1,-1,-1
202,0,0,-9.350326245,"shiny_rigid_uffizi_None_[68, 0, 0]_[0, 46, 36]_None_1.319_1_10",rigid,shiny,-0.469869505,shiny,rigid,uffizi,None,"[68, 0, 0]","[0, 46, 36]",None,1.319,1,0,0,2,1,1
299,0,0,-9.34718419,"shiny_rigid_machineShop_None_[16, 0, 0]_[54, 0, 43]_None_1.511_1_9",rigid,shiny,-0.46975376,shiny,rigid,machineShop,None,"[16, 0, 0]","[54, 0, 43]",None,1.511,1,0,0,2,1,1
316,0,0,-9.263647065,"shiny_rigid_lobby_None_[23, 0, 0]_[-30, 41, 42]_None_1.36_0_1",rigid,shiny,-0.466676472,shiny,rigid,lobby,None,"[23, 0, 0]","[-30, 41, 42]",None,1.36,0,0,0,2,1,1
56,0,0,-9.19528241,"shiny_soft_royalEsp_None_[27, 0, 0]_[27, 0, 0]_LENNARDJ_0.939_0_5",soft,shiny,-0.464158097,shiny,soft,royalEsp,None,"[27, 0, 0]","[27, 0, 0]",LENNARDJ,0.939,0,0,1,1,-1,-1
193,0,0,-9.161897041,"shiny_soft_abandoned_None_[3, 0, 0]_[3, 0, 0]_GUIDE_1.367_1_16",soft,shiny,-0.462928268,shiny,soft,abandoned,None,"[3, 0, 0]","[3, 0, 0]",GUIDE,1.367,1,0,1,1,-1,-1
121,0,0,-9.122948651,"shiny_soft_gothicManor_None_[83, 0, 0]_[83, 0, 0]_VORTEX_1.72_2_2",soft,shiny,-0.461493512,shiny,soft,gothicManor,None,"[83, 0, 0]","[83, 0, 0]",VORTEX,1.72,2,0,1,1,-1,-1
381,0,0,-9.102835851,"shiny_rigid_abandoned_None_[83, 0, 0]_[39, 41, 50]_None_1.979_2_12",rigid,shiny,-0.460752609,shiny,rigid,abandoned,None,"[83, 0, 0]","[39, 41, 50]",None,1.979,2,0,0,2,1,1
274,0,0,-9.09013814,"shiny_rigid_rnl_None_[25, 0, 0]_[-44, -51, -34]_None_0.908_0_12",rigid,shiny,-0.460284859,shiny,rigid,rnl,None,"[25, 0, 0]","[-44, -51, -34]",None,0.908,0,0,0,2,1,1
313,0,0,-9.087759268,"shiny_rigid_lobby_None_[28, 0, 0]_[0, -34, -44]_None_1.152_0_6",rigid,shiny,-0.460197227,shiny,rigid,lobby,None,"[28, 0, 0]","[0, -34, -44]",None,1.152,0,0,0,2,1,1
147,0,0,-9.062589258,"shiny_soft_galileo_None_[61, 0, 0]_[61, 0, 0]_FLUID_0.824_0_10",soft,shiny,-0.45927003,shiny,soft,galileo,None,"[61, 0, 0]","[61, 0, 0]",FLUID,0.824,0,0,1,1,-1,-1
118,0,0,-9.019886278,"shiny_soft_lobby_None_[1, 0, 0]_[1, 0, 0]_FLUID_1.076_0_16",soft,shiny,-0.457696964,shiny,soft,lobby,None,"[1, 0, 0]","[1, 0, 0]",FLUID,1.076,0,0,1,1,-1,-1
270,0,0,-9.016556127,"shiny_rigid_rnl_None_[41, 0, 0]_[47, 36, 29]_None_1.376_0_1",rigid,shiny,-0.45757429,shiny,rigid,rnl,None,"[41, 0, 0]","[47, 36, 29]",None,1.376,0,0,0,2,1,1
142,0,0,-8.979901406,"shiny_soft_galileo_None_[89, 0, 0]_[89, 0, 0]_WIND_1.125_0_0",soft,shiny,-0.456224027,shiny,soft,galileo,None,"[89, 0, 0]","[89, 0, 0]",WIND,1.125,0,0,1,1,-1,-1
179,0,0,-8.974550426,"shiny_soft_castel_None_[1, 0, 0]_[1, 0, 0]_FLUID_0.936_0_14",soft,shiny,-0.456026911,shiny,soft,castel,None,"[1, 0, 0]","[1, 0, 0]",FLUID,0.936,0,0,1,1,-1,-1
58,0,0,-8.933496932,"shiny_soft_royalEsp_None_[11, 0, 0]_[11, 0, 0]_DRAG_0.956_0_15",soft,shiny,-0.454514608,shiny,soft,royalEsp,None,"[11, 0, 0]","[11, 0, 0]",DRAG,0.956,0,0,1,1,-1,-1
362,0,0,-8.930177776,"shiny_rigid_castel_None_[81, 0, 0]_[35, 0, -45]_None_1.962_1_0",rigid,shiny,-0.454392339,shiny,rigid,castel,None,"[81, 0, 0]","[35, 0, -45]",None,1.962,1,0,0,2,1,1
394,0,0,-8.917622288,"shiny_rigid_abandoned_None_[25, 0, 0]_[-39, 45, 0]_None_1.663_2_3",rigid,shiny,-0.453929828,shiny,rigid,abandoned,None,"[25, 0, 0]","[-39, 45, 0]",None,1.663,2,0,0,2,1,1
358,0,0,-8.898703479,"shiny_rigid_galileo_None_[17, 0, 0]_[-28, 0, 40]_None_1.978_2_9",rigid,shiny,-0.453232908,shiny,rigid,galileo,None,"[17, 0, 0]","[-28, 0, 40]",None,1.978,2,0,0,2,1,1
336,0,0,-8.897447213,"shiny_rigid_gothicManor_None_[26, 0, 0]_[27, -51, 0]_None_1.2_0_4",rigid,shiny,-0.453186631,shiny,rigid,gothicManor,None,"[26, 0, 0]","[27, -51, 0]",None,1.2,0,0,0,2,1,1
169,0,0,-8.80049992,"shiny_soft_castel_None_[48, 0, 0]_[48, 0, 0]_FLUID_1.037_0_2",soft,shiny,-0.449615347,shiny,soft,castel,None,"[48, 0, 0]","[48, 0, 0]",FLUID,1.037,0,0,1,1,-1,-1
133,0,0,-8.778475541,"shiny_soft_gothicManor_None_[38, 0, 0]_[38, 0, 0]_WIND_1.384_0_18",soft,shiny,-0.448804027,shiny,soft,gothicManor,None,"[38, 0, 0]","[38, 0, 0]",WIND,1.384,0,0,1,1,-1,-1
210,0,0,-8.76816569,"shiny_rigid_uffizi_None_[53, 0, 0]_[0, 28, 37]_None_1.676_1_15",rigid,shiny,-0.448424239,shiny,rigid,uffizi,None,"[53, 0, 0]","[0, 28, 37]",None,1.676,1,0,0,2,1,1
150,0,0,-8.75852171,"shiny_soft_galileo_None_[55, 0, 0]_[55, 0, 0]_FLUID_1.362_1_5",soft,shiny,-0.44806898,shiny,soft,galileo,None,"[55, 0, 0]","[55, 0, 0]",FLUID,1.362,1,0,1,1,-1,-1
27,0,0,-8.758520801,"shiny_soft_uenoShrine_None_[52, 0, 0]_[52, 0, 0]_DRAG_0.91_0_13",soft,shiny,-0.448068947,shiny,soft,uenoShrine,None,"[52, 0, 0]","[52, 0, 0]",DRAG,0.91,0,0,1,1,-1,-1
273,0,0,-8.758120704,"shiny_rigid_rnl_None_[29, 0, 0]_[-47, 0, -30]_None_1.313_0_13",rigid,shiny,-0.448054208,shiny,rigid,rnl,None,"[29, 0, 0]","[-47, 0, -30]",None,1.313,0,0,0,2,1,1
63,0,0,-8.747430725,"shiny_soft_rnl_None_[75, 0, 0]_[75, 0, 0]_VORTEX_1.758_1_2",soft,shiny,-0.447660417,shiny,soft,rnl,None,"[75, 0, 0]","[75, 0, 0]",VORTEX,1.758,1,0,1,1,-1,-1
54,0,0,-8.745050958,"shiny_soft_royalEsp_None_[39, 0, 0]_[39, 0, 0]_FORCE_1.062_0_16",soft,shiny,-0.447572753,shiny,soft,royalEsp,None,"[39, 0, 0]","[39, 0, 0]",FORCE,1.062,0,0,1,1,-1,-1
64,0,0,-8.718955244,"shiny_soft_rnl_None_[72, 0, 0]_[72, 0, 0]_TURBULENCE_1.179_0_18",soft,shiny,-0.446611455,shiny,soft,rnl,None,"[72, 0, 0]","[72, 0, 0]",TURBULENCE,1.179,0,0,1,1,-1,-1
5,0,0,-8.690699301,"shiny_soft_uffizi_None_[70, 0, 0]_[70, 0, 0]_TURBULENCE_1.379_0_1",soft,shiny,-0.445570581,shiny,soft,uffizi,None,"[70, 0, 0]","[70, 0, 0]",TURBULENCE,1.379,0,0,1,1,-1,-1
376,0,0,-8.555210664,"shiny_rigid_castel_None_[24, 0, 0]_[-34, 0, 0]_None_1.428_0_17",rigid,shiny,-0.440579535,shiny,rigid,castel,None,"[24, 0, 0]","[-34, 0, 0]",None,1.428,0,0,0,2,1,1
180,0,0,-8.552384442,"shiny_soft_abandoned_None_[89, 0, 0]_[89, 0, 0]_VORTEX_1.944_2_9",soft,shiny,-0.440475424,shiny,soft,abandoned,None,"[89, 0, 0]","[89, 0, 0]",VORTEX,1.944,2,0,1,1,-1,-1
94,0,0,-8.551963674,"shiny_soft_machineShop_None_[20, 0, 0]_[20, 0, 0]_DRAG_1.737_1_11",soft,shiny,-0.440459924,shiny,soft,machineShop,None,"[20, 0, 0]","[20, 0, 0]",DRAG,1.737,1,0,1,1,-1,-1
172,0,0,-8.527188383,"shiny_soft_castel_None_[40, 0, 0]_[40, 0, 0]_TURBULENCE_1.552_2_0",soft,shiny,-0.439547268,shiny,soft,castel,None,"[40, 0, 0]","[40, 0, 0]",TURBULENCE,1.552,2,0,1,1,-1,-1
175,0,0,-8.522954227,"shiny_soft_castel_None_[27, 0, 0]_[27, 0, 0]_CHARGE_1.223_0_12",soft,shiny,-0.439391293,shiny,soft,castel,None,"[27, 0, 0]","[27, 0, 0]",CHARGE,1.223,0,0,1,1,-1,-1
66,0,0,-8.490789882,"shiny_soft_rnl_None_[7, 0, 0]_[7, 0, 0]_MAGNET_1.166_0_7",soft,shiny,-0.438206443,shiny,soft,rnl,None,"[7, 0, 0]","[7, 0, 0]",MAGNET,1.166,0,0,1,1,-1,-1
45,0,0,-8.486774539,"shiny_soft_royalEsp_None_[63, 0, 0]_[63, 0, 0]_TURBULENCE_1.199_0_2",soft,shiny,-0.438058528,shiny,soft,royalEsp,None,"[63, 0, 0]","[63, 0, 0]",TURBULENCE,1.199,0,0,1,1,-1,-1
49,0,0,-8.482312515,"shiny_soft_royalEsp_None_[57, 0, 0]_[57, 0, 0]_FORCE_1.22_0_3",soft,shiny,-0.437894159,shiny,soft,royalEsp,None,"[57, 0, 0]","[57, 0, 0]",FORCE,1.22,0,0,1,1,-1,-1
59,0,0,-8.443540124,"shiny_soft_royalEsp_None_[0, 0, 0]_[0, 0, 0]_CHARGE_1.735_1_14",soft,shiny,-0.436465886,shiny,soft,royalEsp,None,"[0, 0, 0]","[0, 0, 0]",CHARGE,1.735,1,0,1,1,-1,-1
314,0,0,-8.438728709,"shiny_rigid_lobby_None_[26, 0, 0]_[-47, -40, 41]_None_1.459_0_3",rigid,shiny,-0.436288646,shiny,rigid,lobby,None,"[26, 0, 0]","[-47, -40, 41]",None,1.459,0,0,0,2,1,1
191,0,0,-8.357213612,"shiny_soft_abandoned_None_[37, 0, 0]_[37, 0, 0]_CHARGE_1.896_2_13",soft,shiny,-0.433285844,shiny,soft,abandoned,None,"[37, 0, 0]","[37, 0, 0]",CHARGE,1.896,2,0,1,1,-1,-1
90,0,0,-8.348925102,"shiny_soft_machineShop_None_[27, 0, 0]_[27, 0, 0]_CHARGE_1.435_1_16",soft,shiny,-0.432980517,shiny,soft,machineShop,None,"[27, 0, 0]","[27, 0, 0]",CHARGE,1.435,1,0,1,1,-1,-1
8,0,0,-8.329045605,"shiny_soft_uffizi_None_[64, 0, 0]_[64, 0, 0]_VORTEX_0.955_0_16",soft,shiny,-0.432248208,shiny,soft,uffizi,None,"[64, 0, 0]","[64, 0, 0]",VORTEX,0.955,0,0,1,1,-1,-1
326,0,0,-8.244003529,"shiny_rigid_gothicManor_None_[66, 0, 0]_[-31, 0, -28]_None_1.765_2_6",rigid,shiny,-0.429115481,shiny,rigid,gothicManor,None,"[66, 0, 0]","[-31, 0, -28]",None,1.765,2,0,0,2,1,1
212,0,0,-8.209041768,"shiny_rigid_uffizi_None_[41, 0, 0]_[-30, 41, 50]_None_1.919_2_1",rigid,shiny,-0.427827582,shiny,rigid,uffizi,None,"[41, 0, 0]","[-30, 41, 50]",None,1.919,2,0,0,2,1,1
0,0,0,-8.205025316,"shiny_soft_uffizi_None_[90, 0, 0]_[90, 0, 0]_TURBULENCE_0.984_0_11",soft,shiny,-0.427679626,shiny,soft,uffizi,None,"[90, 0, 0]","[90, 0, 0]",TURBULENCE,0.984,0,0,1,1,-1,-1
102,0,0,-8.171499212,"shiny_soft_lobby_None_[82, 0, 0]_[82, 0, 0]_GUIDE_1.039_0_10",soft,shiny,-0.426444613,shiny,soft,lobby,None,"[82, 0, 0]","[82, 0, 0]",GUIDE,1.039,0,0,1,1,-1,-1
166,0,0,-8.14795702,"shiny_soft_castel_None_[61, 0, 0]_[61, 0, 0]_DRAG_1.43_0_10",soft,shiny,-0.42557738,shiny,soft,castel,None,"[61, 0, 0]","[61, 0, 0]",DRAG,1.43,0,0,1,1,-1,-1
216,0,0,-8.135149667,"shiny_rigid_uffizi_None_[27, 0, 0]_[29, -28, -46]_None_1.366_0_2",rigid,shiny,-0.425105591,shiny,rigid,uffizi,None,"[27, 0, 0]","[29, -28, -46]",None,1.366,0,0,0,2,1,1
344,0,0,-8.12378663,"shiny_rigid_galileo_None_[75, 0, 0]_[-34, -55, -36]_None_0.984_0_4",rigid,shiny,-0.424687007,shiny,rigid,galileo,None,"[75, 0, 0]","[-34, -55, -36]",None,0.984,0,0,0,2,1,1
351,0,0,-8.101403327,"shiny_rigid_galileo_None_[42, 0, 0]_[-32, 57, 31]_None_1.597_1_16",rigid,shiny,-0.423862464,shiny,rigid,galileo,None,"[42, 0, 0]","[-32, 57, 31]",None,1.597,1,0,0,2,1,1
146,0,0,-8.100091747,"shiny_soft_galileo_None_[63, 0, 0]_[63, 0, 0]_CHARGE_0.935_0_12",soft,shiny,-0.423814149,shiny,soft,galileo,None,"[63, 0, 0]","[63, 0, 0]",CHARGE,0.935,0,0,1,1,-1,-1
152,0,0,-8.092921057,"shiny_soft_galileo_None_[39, 0, 0]_[39, 0, 0]_TURBULENCE_1.036_0_14",soft,shiny,-0.42355,shiny,soft,galileo,None,"[39, 0, 0]","[39, 0, 0]",TURBULENCE,1.036,0,0,1,1,-1,-1
337,0,0,-8.06922977,"shiny_rigid_gothicManor_None_[21, 0, 0]_[40, 29, 38]_None_1.9_1_14",rigid,shiny,-0.422677275,shiny,rigid,gothicManor,None,"[21, 0, 0]","[40, 29, 38]",None,1.9,1,0,0,2,1,1
7,0,0,-8.060000868,"shiny_soft_uffizi_None_[66, 0, 0]_[66, 0, 0]_WIND_1.069_0_17",soft,shiny,-0.422337307,shiny,soft,uffizi,None,"[66, 0, 0]","[66, 0, 0]",WIND,1.069,0,0,1,1,-1,-1
292,0,0,-8.028841499,"shiny_rigid_machineShop_None_[27, 0, 0]_[35, -33, -54]_None_1.156_1_17",rigid,shiny,-0.421189477,shiny,rigid,machineShop,None,"[27, 0, 0]","[35, -33, -54]",None,1.156,1,0,0,2,1,1
37,0,0,-8.013642189,"shiny_soft_uenoShrine_None_[11, 0, 0]_[11, 0, 0]_GUIDE_1.974_2_14",soft,shiny,-0.420629575,shiny,soft,uenoShrine,None,"[11, 0, 0]","[11, 0, 0]",GUIDE,1.974,2,0,1,1,-1,-1
173,0,0,-7.997304818,"shiny_soft_castel_None_[38, 0, 0]_[38, 0, 0]_GUIDE_1.901_2_3",soft,shiny,-0.420027749,shiny,soft,castel,None,"[38, 0, 0]","[38, 0, 0]",GUIDE,1.901,2,0,1,1,-1,-1
153,0,0,-7.971931336,"shiny_soft_galileo_None_[34, 0, 0]_[34, 0, 0]_LENNARDJ_0.93_0_6",soft,shiny,-0.419093056,shiny,soft,galileo,None,"[34, 0, 0]","[34, 0, 0]",LENNARDJ,0.93,0,0,1,1,-1,-1
108,0,0,-7.924694596,"shiny_soft_lobby_None_[63, 0, 0]_[63, 0, 0]_WIND_1.362_0_14",soft,shiny,-0.417352979,shiny,soft,lobby,None,"[63, 0, 0]","[63, 0, 0]",WIND,1.362,0,0,1,1,-1,-1
199,0,0,-7.909417359,"shiny_soft_abandoned_None_[1, 0, 0]_[1, 0, 0]_VORTEX_1.679_1_3",soft,shiny,-0.416790206,shiny,soft,abandoned,None,"[1, 0, 0]","[1, 0, 0]",VORTEX,1.679,1,0,1,1,-1,-1
228,0,0,-7.883595166,"shiny_rigid_uenoShrine_None_[6, 0, 0]_[27, 0, -39]_None_1.678_1_7",rigid,shiny,-0.415838984,shiny,rigid,uenoShrine,None,"[6, 0, 0]","[27, 0, -39]",None,1.678,1,0,0,2,1,1
364,0,0,-7.861213423,"shiny_rigid_castel_None_[73, 0, 0]_[-44, 50, 0]_None_1.017_0_9",rigid,shiny,-0.415014499,shiny,rigid,castel,None,"[73, 0, 0]","[-44, 50, 0]",None,1.017,0,0,0,2,1,1
167,0,0,-7.835918358,"shiny_soft_castel_None_[58, 0, 0]_[58, 0, 0]_CHARGE_1.564_2_18",soft,shiny,-0.414082695,shiny,soft,castel,None,"[58, 0, 0]","[58, 0, 0]",CHARGE,1.564,2,0,1,1,-1,-1
113,0,0,-7.833936927,"shiny_soft_lobby_None_[52, 0, 0]_[52, 0, 0]_GUIDE_1.056_0_9",soft,shiny,-0.414009705,shiny,soft,lobby,None,"[52, 0, 0]","[52, 0, 0]",GUIDE,1.056,0,0,1,1,-1,-1
371,0,0,-7.821105015,"shiny_rigid_castel_None_[41, 0, 0]_[43, 57, 30]_None_1.017_0_6",rigid,shiny,-0.413537011,shiny,rigid,castel,None,"[41, 0, 0]","[43, 57, 30]",None,1.017,0,0,0,2,1,1
260,0,0,-7.8167072,"shiny_rigid_rnl_None_[9, 0, 0]_[-36, -52, -45]_None_1.708_1_18",rigid,shiny,-0.413375007,shiny,rigid,rnl,None,"[9, 0, 0]","[-36, -52, -45]",None,1.708,1,0,0,2,1,1
277,0,0,-7.811195117,"shiny_rigid_rnl_None_[20, 0, 0]_[55, 30, 44]_None_1.8_1_7",rigid,shiny,-0.413171956,shiny,rigid,rnl,None,"[20, 0, 0]","[55, 30, 44]",None,1.8,1,0,0,2,1,1
380,0,0,-7.807917186,"shiny_rigid_abandoned_None_[85, 0, 0]_[-49, 0, 44]_None_1.482_1_14",rigid,shiny,-0.413051206,shiny,rigid,abandoned,None,"[85, 0, 0]","[-49, 0, 44]",None,1.482,1,0,0,2,1,1
310,0,0,-7.801385222,"shiny_rigid_lobby_None_[40, 0, 0]_[-41, 27, -46]_None_1.929_1_13",rigid,shiny,-0.412810585,shiny,rigid,lobby,None,"[40, 0, 0]","[-41, 27, -46]",None,1.929,1,0,0,2,1,1
261,0,0,-7.776898938,"shiny_rigid_rnl_None_[76, 0, 0]_[-33, -55, 0]_None_1.776_2_10",rigid,shiny,-0.411908575,shiny,rigid,rnl,None,"[76, 0, 0]","[-33, -55, 0]",None,1.776,2,0,0,2,1,1
309,0,0,-7.776061003,"shiny_rigid_lobby_None_[44, 0, 0]_[-34, 31, 55]_None_1.9_2_9",rigid,shiny,-0.411877708,shiny,rigid,lobby,None,"[44, 0, 0]","[-34, 31, 55]",None,1.9,2,0,0,2,1,1
384,0,0,-7.770075858,"shiny_rigid_abandoned_None_[75, 0, 0]_[36, 0, 28]_None_1.087_0_8",rigid,shiny,-0.411657231,shiny,rigid,abandoned,None,"[75, 0, 0]","[36, 0, 28]",None,1.087,0,0,0,2,1,1
307,0,0,-7.723848904,"shiny_rigid_lobby_None_[59, 0, 0]_[34, 28, 0]_None_1.469_0_16",rigid,shiny,-0.409954351,shiny,rigid,lobby,None,"[59, 0, 0]","[34, 28, 0]",None,1.469,0,0,0,2,1,1
15,0,0,-7.721269656,"shiny_soft_uffizi_None_[24, 0, 0]_[24, 0, 0]_WIND_1.764_2_18",soft,shiny,-0.409859338,shiny,soft,uffizi,None,"[24, 0, 0]","[24, 0, 0]",WIND,1.764,2,0,1,1,-1,-1
47,0,0,-7.720856723,"shiny_soft_royalEsp_None_[60, 0, 0]_[60, 0, 0]_DRAG_0.909_0_11",soft,shiny,-0.409844127,shiny,soft,royalEsp,None,"[60, 0, 0]","[60, 0, 0]",DRAG,0.909,0,0,1,1,-1,-1
398,0,0,-7.668139609,"shiny_rigid_abandoned_None_[12, 0, 0]_[0, 56, -30]_None_1.221_0_0",rigid,shiny,-0.407902167,shiny,rigid,abandoned,None,"[12, 0, 0]","[0, 56, -30]",None,1.221,0,0,0,2,1,1
373,0,0,-7.663509162,"shiny_rigid_castel_None_[34, 0, 0]_[-29, 47, 0]_None_1.686_1_16",rigid,shiny,-0.407731593,shiny,rigid,castel,None,"[34, 0, 0]","[-29, 47, 0]",None,1.686,1,0,0,2,1,1
323,0,0,-7.652947302,"shiny_rigid_gothicManor_None_[69, 0, 0]_[-55, -51, 37]_None_1.884_2_9",rigid,shiny,-0.407342522,shiny,rigid,gothicManor,None,"[69, 0, 0]","[-55, -51, 37]",None,1.884,2,0,0,2,1,1
